NANDINA;PESO;VALOR
7210701000;23916481;18280649
6907210090;20389035;5164831
7210610000;18261740;13192916
6907400090;16811104;3551879
7210490000;15417305;12314026
4011201000;15362297;33032534
3907619000;14669542;18659213
8702902000;14111316;75788409
7005211100;13751662;4529278
2833110000;12070144;1707154
3808939900;11904521;30867208
8406810000;11470758;115807588
7306309900;11022493;9357854
7005299000;10757241;3859971
6912000000;10507075;6850963
3402200000;10240815;7408405
7225400000;9947561;6781758
7326110000;9924570;10828182
8711200000;8882388;34526819
7209160000;8839675;6200729
7209170000;8803173;6240486
7210709000;8801992;7046081
6006320000;8699029;16075924
4011101000;8520335;20042598
6907210010;8404496;2200796
7005291000;8163326;2459867
7210300000;8092076;7109507
2835250000;7745824;3149762
7209270000;7262083;5146349
7308200000;6873169;12542840
3808931900;6859026;25627811
7302100000;6252735;5533213
9503009900;5944315;12818616
5211420000;5863577;10979664
8703229000;5825634;33782221
7005100000;4983866;1897064
8712000000;4950251;7956565
7005219000;4822722;1686606
3903110000;4623568;7237270
7005211900;4485473;1548386
6809190000;4247676;1314745
8704230000;4051675;14219013
9619001010;3857597;5012219
3925900000;3851036;3417376
5515190000;3609596;6527293
3808911900;3527695;35769525
7604210000;3511341;8673641
7210410000;3498767;2236299
8704311000;3455635;15874411
7225300000;3447158;2471486
7210120000;3430341;3384990
4411130000;3424667;1698458
7304190000;3413139;3537074
5515110000;3411554;5263792
7604292000;3383492;6731905
7216500000;3378551;2071099
7013370000;3332672;2018876
5903100000;3313546;5087306
7318159000;3279682;5211034
6907300010;3257062;574196
2007999100;3184997;1156370
3307909000;3109387;2065299
2832100000;3055862;1455493
8541401000;2951245;17394840
7208270000;2918795;2142207
2712200000;2876626;1409967
8417809000;2816067;15455563
4011209000;2801885;5252921
7208399900;2753007;1954789
9503002200;2749148;6415559
3926909000;2741762;7615507
3924109000;2677839;4876263
5309190000;2622050;2654511
2815110000;2556178;2042938
7308909090;2547591;9751251
9503001000;2504219;4070002
8704321000;2478090;8520065
7323931000;2471432;4462344
7208530000;2468175;1578505
7009910000;2461151;1081216
8544700000;2361718;6932273
5407520000;2358858;4485390
8714109000;2350955;4745308
7604102000;2274213;4575113
7208529000;2260400;1471413
7308901000;2209691;3168637
6907220090;2202684;600353
8431490000;2149039;11441992
8609000000;2128733;1761527
7013490000;2095149;1950498
5512190000;2079505;3416374
3919100000;2076958;2679105
7308400000;2049439;3354649
9617000000;1997002;3554353
3921909000;1946026;2936347
7306500000;1943196;912065
9503009300;1887268;4860132
7321111900;1886358;3908223
9406900000;1879980;5055300
3918101000;1871700;1405559
4810190000;1795088;1377584
4202991000;1777134;4815624
7217900000;1752320;1569129
8544200000;1749887;4431264
8474900000;1714407;6952935
9405109000;1707786;6324701
9506910000;1692344;3811547
8523410000;1684701;2672570
6907230090;1668901;442234
7326909000;1593156;4293377
7209260000;1577000;1117044
9505900000;1574687;2495285
3604100000;1559301;3467092
1704901000;1558548;1098444
7323941000;1529423;2067118
7312109000;1524169;2409726
8539229000;1512330;2708559
4411140000;1493155;942419
9503009500;1478034;2785888
8415101000;1445226;6007108
8544499000;1444083;3463464
9607190000;1419440;1315941
2835260000;1418030;879212
7314200000;1412193;1566649
9503009600;1389651;2973227
9607200000;1389640;1258591
6907230010;1385712;335513
6911100000;1383012;1453555
8715001000;1367104;2127130
3920490000;1357418;1457636
8421230000;1342108;3514001
8509401000;1335294;3079500
8516790000;1329774;3097817
7306610000;1326665;1139466
8481100000;1319305;2699892
3924900000;1317922;2967591
7317000000;1314830;1047228
8452290000;1302851;3284499
6402200000;1285780;2397851
5209390000;1281792;2119892
8708802000;1276667;2721700
4011400000;1266446;2382764
8418102000;1262070;3286559
8518210000;1249181;3506500
8429520000;1239454;10830382
9403700000;1232262;1833197
7209280000;1201387;871222
2827200000;1197848;538770
8704229000;1192628;4272114
6910900000;1191855;1283642
1704909000;1177839;687666
3808921900;1173255;7515568
7606129000;1164696;1981930
8302420000;1148666;2183972
7228300000;1115848;1049244
7610900000;1112851;2111897
8467290000;1104832;4438660
8528720040;1098614;9661170
6910100000;1091981;1157404
3402111000;1086354;1479770
2918140000;1082036;946774
8546100000;1064498;1957518
3921199000;1058430;2033218
9403200000;1031539;1862943
8708999900;1021265;5484077
4818100000;1020665;998113
8514301000;1019509;4981432
5703300000;1011507;1910645
7214991000;1011015;908406
7208399100;1006710;742999
1704109000;1003428;515887
9505100000;999294;2455749
1702909000;984220;474301
7003192000;983425;334334
8414510000;979535;1743667
5903900000;973759;1576807
8509409000;961455;3492083
7217100000;953944;695210
5503909000;947896;1768128
8450200010;929075;3323099
8708701000;921538;1520295
6404112000;912055;7717613
8702301000;908805;5583286
2922410000;905118;1309830
7323991000;897539;1600363
3926100000;897224;1753972
4202121000;891695;1449408
8481801000;888796;3699674
9506620000;880773;2142743
3102210000;873950;237808
8429510000;872823;5008779
3926400000;861294;1547159
8418500000;855383;2912220
7208540000;851155;544872
8415811000;849384;4108458
8539500000;849076;4395456
8714990000;827029;1829351
8529102000;826953;1573487
7217200000;815244;860193
3921120000;801940;709700
2915310000;799364;902999
8302109000;794392;1410598
7007210000;794234;1103743
8302200000;783583;1021993
1806900000;783210;505611
8450110000;779747;2599973
9401300000;766869;1263338
3923299000;765017;1493827
8311100000;763105;995285
8518290000;756245;2131145
8716801000;754242;728547
2309909000;752941;1283515
9609100000;747330;2637675
9401790000;744756;1383652
1702301000;743377;536030
8411820000;742293;6924904
8418300000;725222;2112291
9018312000;721626;1958095
1604200000;717548;714497
8703239010;716882;5203900
9401710000;713043;1660196
7228601000;712670;420528
7318160000;711837;1146722
7606911000;711167;880356
7216990000;709639;385103
6907220010;707760;154636
3824400000;701387;928225
3919909000;697266;1221014
3105300000;696000;360295
4901999000;689744;3124125
7007110000;685364;869929
8418103000;683420;1878764
2923100000;678783;590966
2922509000;675775;958737
4011900000;672089;813000
7003191000;671629;287572
2836200000;668394;287411
7614100000;667301;1492842
7210500000;667290;647442
9405409000;663867;3341676
4202220000;657476;3944710
8431410000;657228;1305734
8429400000;650064;4637806
5810920000;641419;1364518
6006340000;638682;1308163
8467210000;636174;2382951
7211199000;631081;312511
3401199000;626910;636450
3208100000;620107;877695
8504409000;617794;4721889
7006000000;608803;299119
8527190000;608596;1406091
4818200090;607951;409642
5209420000;599345;934833
1704101000;597963;381090
9608100000;595499;1868767
3503001000;591637;1986207
8513109000;581799;1647777
8474109000;581211;2444063
3907699000;577200;779978
7306190000;575385;509107
8474399000;573149;2226103
8473300090;569362;4936003
3920209000;568716;1316281
8716900000;563317;821593
4013900000;559663;943848
8516500000;558868;1876227
7315120000;555974;863864
7013990000;555048;805246
8428330000;553326;1304094
3402901000;553309;288392
4809200000;552610;776151
2008702000;552606;238872
3920610000;550877;1413830
7318120000;550614;980842
8705400030;542640;2554423
8517610000;541635;16078158
5705000000;541429;741481
4811909000;537732;740942
8507200010;526121;4387765
8215200000;524858;780245
7208103000;518910;361383
8414802100;512719;930572
8302500000;512032;1150906
9607110000;508481;736101
6404190000;507614;4357449
7216910000;506927;286329
2003100000;506324;588084
8708301000;503294;1020015
7306900000;502297;304149
8702109090;495300;3887103
9608200000;493857;1368840
3808929900;493723;2341137
8301409000;486923;1952370
6601100000;484175;509878
5910000000;480502;421744
3306100000;479770;962812
6802930000;476538;178048
4011109000;475351;981233
8301100000;474634;974690
4202920000;474238;3038082
7209181000;469970;337032
8517700090;469202;22831260
8517629000;465913;32485312
7208511000;463659;524081
3208200000;463597;1031596
7616999000;460179;1142306
9404900000;459941;1872538
8418211000;457691;1262785
4810390000;450820;259169
5401109000;448232;776333
8705100030;443870;1874903
7315110000;443524;935445
4417009000;442496;216142
8474209000;441484;1334024
7318190000;438976;604928
7216400000;438524;348111
2905122000;435251;501613
5512990000;434672;795538
8546200000;434266;442330
8431420000;431381;563164
8518300000;430437;2878120
7615102000;430188;1084785
8425422000;428201;643777
8515390000;425517;2351700
8426200000;425232;1064732
2830101000;424939;320438
8708302900;424305;1206554
3004902900;424145;2480738
4412990000;423870;343571
6802230000;422293;211176
8518220000;421941;1367685
8474320000;421378;2603950
3506100090;417073;698496
9405200000;416593;1113400
6505009000;414285;1098336
8708299000;413864;1301833
8215990000;413574;593992
9503009200;411018;894169
3407001000;409491;622574
6402910000;408750;4407040
8428109000;408674;1049556
9401800000;408360;747545
7208389000;407240;277814
4810920000;403620;358219
4810320000;402450;294795
8418101000;402347;1230561
8452901000;402164;266162
6702100000;400896;1021122
8427200000;399894;1281533
7309000000;399555;816733
6404111000;398896;3609887
8516400000;396838;1328657
7610100000;394787;1054086
8516291000;392266;769860
8502209000;389618;1203878
3907100000;388196;203180
8512209000;388124;1361139
3808919900;386947;2579687
4819400000;386673;634513
8429110000;384790;2320358
6402999000;383209;3641458
3402119000;381190;550459
2202990090;380896;233155
4411920000;379861;194752
6806100000;379084;376555
8201300000;377722;338547
4802579000;376919;379086
4412330000;376508;322871
8704222000;376206;1394352
3923101000;374504;243191
8482100000;373304;1633092
7210690000;373001;283702
8507100090;372246;794796
9503004000;372073;672039
8438600000;371932;8486753
8708993900;366948;1248685
7308100000;365886;740016
9503009400;365283;718621
7307990000;363182;1712629
8203200000;360364;970450
2849100000;360320;281509
7303000000;359689;358189
8407900000;359444;1839843
9506999000;358973;983180
4810290000;357851;333947
8415109000;357636;2119428
5503200000;355607;241906
7324100000;352379;581843
9405300000;352152;863750
2930905900;349861;657905
5806329000;347657;572300
8418109000;347652;1249564
5515130000;347529;670358
7606929000;345557;341790
9401610000;344100;1301968
8516100000;341630;807552
8504219000;339413;2884590
8506801000;336551;319283
9613100000;336265;459161
7311001000;325965;473079
4820300000;325870;475405
8424100000;324253;392903
1702302000;321960;179752
7311009000;321730;595836
8708100000;320540;1000123
2915110000;320515;346768
8423100000;320359;1013860
7013280000;318782;290087
4015199000;318223;668957
5516940000;317787;610308
3917399000;315377;653058
8443990090;312626;4576726
6809900000;311214;118550
9506700000;308776;613342
7212200000;308584;263506
8432292000;308284;1067158
9403300000;307029;328546
8474202000;306863;2076678
8529109000;303770;34077807
8428390000;303489;1456301
8527910000;302157;1025998
7016100000;301378;102768
8418212000;301341;833493
3105590000;300600;127683
8507100010;300184;1023903
8536690000;300167;1372604
2836300000;299999;146210
7227900000;299903;221393
7209150000;298289;214471
7306400000;297163;828263
5801330000;296471;495904
9603210000;296317;850680
4410110000;296243;164109
3920100000;295784;1141552
7326200090;295550;500680
2835399000;294137;434319
9403890000;290873;561518
1604131000;288629;222397
9017801000;288277;681379
7211290000;288119;198956
8455220000;287561;990367
8477100000;287309;917373
8204200000;284175;536351
5512290000;283522;480042
3925200000;282219;440808
2929101000;281920;879625
4202290000;281448;675564
9603290000;280998;554217
8474101000;280746;560804
4820100000;280126;592645
2309902000;279224;1102750
8467220000;276739;1402869
8516603000;275413;828050
8431439000;273297;3117488
8544429000;271517;941382
8704319000;271071;1126045
8539313000;270528;783620
8213000000;270472;664868
9506690000;269602;523661
5407690000;267999;476629
3923210000;266627;633269
4409291000;264597;88132
7216210000;262134;196116
5406001000;260981;256131
3808931100;260807;701172
9405401900;260736;2598807
7304290000;260118;318025
8302490000;259389;945598
8516601000;258404;899741
4011500000;255995;388921
7314310000;255848;257574
6601990000;255165;396672
8413701100;254774;1056372
5407420000;254611;652612
8521909000;253411;2269705
8305200000;253212;492836
9402909000;251994;899487
3918901000;251921;509770
7318110000;250176;330279
7212300000;247596;305678
3304200000;247499;865750
6004100000;246613;419281
3910009000;246043;528487
7325990000;244690;292534
6506100000;244208;715699
8204120000;244187;751095
7213100000;243584;217127
7615101000;242477;461568
7318220000;242448;380149
7208521000;241620;198383
8204110000;241152;544590
7304390000;240428;265997
7003121000;238579;100522
8481804000;238113;2073260
7321119000;237845;478624
3923109000;237381;668160
8424300000;237026;1110789
7208512000;236531;280244
8710000000;235914;9401819
4016920000;235281;283221
8443310010;234763;1238795
3824999900;234652;353944
8512201000;234305;782105
9503003000;233818;859311
2922421000;233491;132409
5804210000;232653;598686
3105400000;228001;125731
5401101000;227911;242609
3701301000;227516;887915
8481809900;226861;1664221
3919901900;226446;419238
8708993300;226390;842802
4418200000;225289;213164
8450120000;224691;766143
8205409000;224488;447770
2837111000;224110;463292
8543709000;223346;1772835
3912390000;223036;908694
4810220000;222743;198895
3304100000;222386;534717
8537109000;222213;3389730
8414200000;221808;473151
8708809000;221025;669019
8472904000;219830;730565
8544491000;219480;1657219
7308300000;219365;349765
7614900000;218560;520631
2835310000;217098;239741
3215190000;216906;836654
8413701900;216571;705873
8212102000;216151;1946664
6913900000;211381;386435
2832209000;210823;98950
7321111200;209463;333399
7306309200;208867;130451
8527990000;208767;675574
8447900000;208370;521709
4011700010;207817;589110
8424890000;207315;730783
7307920000;205864;529560
8305100000;205643;454240
7315820000;205629;225788
6406200000;204690;271753
7323100000;204617;255757
7007190000;204573;277521
7009920000;204297;488755
8450190000;203349;555895
4011800090;202699;895216
4820200000;200919;355744
2833296000;199979;260329
8419110000;198335;1347198
3102101000;198030;75531
7019390000;197416;255596
2915330000;196488;269734
2933699000;195459;382687
9019100000;195232;961568
8301300000;195054;515548
9615110000;194624;434675
8413819000;194361;578255
4412340000;194200;153888
7306690000;193529;117383
3105909000;192400;53565
4809900000;191612;188923
2936270000;191100;1160737
4805939000;190910;156386
8517699090;190658;8655859
2918153000;189653;169558
7318140000;188742;396956
9017203000;188546;352512
5603129000;188490;289601
8467111000;188348;1178082
3920990000;188246;352842
6301400000;188169;311225
8428400000;187651;695360
5407540000;187548;426074
2915210000;187444;197050
8462299000;187426;463270
3402909900;187206;199143
6405900000;185070;854274
8477800000;184571;1141855
9504909990;184307;513380
8426110000;183826;1062751
8516710000;183746;823403
8536909000;183302;1958463
8477200000;182618;1490954
7210110000;182243;154197
8214100000;182064;666914
8504401000;181615;1846336
8474319000;181213;931842
8205599200;179606;348130
3926200000;179357;580036
8306290000;179354;370241
7219140000;178647;278355
2918163000;178160;131209
3923900000;178070;845371
9004100000;177666;1279956
3105902000;177306;155511
8418219000;176833;600196
3004201900;175400;1580128
8205510000;173315;468904
8425410000;173233;318742
6302220000;173203;360979
2915121000;172688;124329
2836992000;172025;56503
5513410000;171283;383833
5515120000;171217;349721
4823909000;170907;265753
8708801000;170873;578186
8538100000;170212;749987
9504400000;169363;146144
5507000000;169189;77767
8205200000;168899;264962
8544421000;168884;1249332
7117190000;168317;522245
3206110000;168305;487087
7321909000;167614;215333
6804220000;167543;615214
8201100000;167285;156745
8414590000;166963;865335
8535300000;166797;598049
8506109100;166744;69309
4202390000;166544;428008
8430490000;164186;730435
8414809000;163976;693048
8424200000;163737;599709
8482800000;163552;1015561
9018909000;163488;2471818
7607200000;163320;218456
2916313000;162600;236485
2202990010;162120;116616
8471602000;161416;940611
8703210000;160403;693761
8452102000;159859;282533
8414401000;159717;524721
7606110000;159678;236053
5603130000;159379;237312
8464900000;159285;722524
8421310000;159098;690677
3922900000;158561;261527
3912310000;158265;493637
8714921000;157940;315545
8433119000;157858;467915
8708501900;157558;587742
8708292000;157210;496467
2815120000;156624;130686
3604900000;156591;406962
8214200000;156361;397509
9405401100;156292;652160
8415819000;155213;940457
7216310000;154793;70601
8418213000;154718;475542
8452909000;154486;258759
7117900000;154390;454208
8481806000;154038;358233
4808400000;154023;231288
4202320000;153682;1177320
3918109000;153657;110289
6302390000;153369;410229
8538900000;153046;641499
8516320000;152530;1251256
9105290000;152469;295503
4818200010;151925;81969
6901000000;151669;84702
6702900000;149966;358957
1702401000;149032;79024
3307490000;148820;441523
8480600000;147815;750128
5805000000;147779;236615
8527130000;147545;404559
2103902000;146808;101070
2828100000;146245;193689
2809201000;146112;217333
7616100000;145909;321140
1806310000;145850;118672
2905440000;145709;139478
8205599900;145076;693159
9615900000;144945;296976
3506910090;144853;255435
5404199000;144449;307271
2916191000;144132;515674
8413820000;143885;523954
7320209000;143675;157796
9603909000;143559;315721
8708910000;143154;695515
8543703000;143040;1002979
2827100000;142650;50413
4819200000;142433;447310
8438101000;142322;597177
3917339000;142089;194801
4011700090;141834;263443
8536509000;141223;1090805
7009100000;141128;358348
7324900000;140952;587757
9405990000;140593;412559
4818300000;140164;277319
9403900000;140091;310721
6809110000;139978;33783
8414600000;139808;503299
8708992900;139333;506609
8510201000;139257;487339
6909120000;139120;162377
7320201000;139017;149524
8518500000;138871;647648
2915129000;138711;197050
7010902000;138656;155830
8516310000;137751;607974
8447202000;137731;195171
8429200000;137480;1051135
7325910000;137185;91449
6302600000;137161;524662
5508101000;136981;191244
3923309900;136962;651950
2833299000;136750;125546
4810131900;136125;171082
2929903000;136091;324343
4411120000;135948;102199
7223000000;135753;116645
3304990000;135424;577041
4013200000;135405;170947
8708293000;134645;311572
7020009000;134492;542742
7007290000;134043;121193
3406000000;133191;417016
8716310000;133170;402537
4016999000;132835;418170
7019310000;132632;156204
7304510000;131743;1039937
7219340000;131290;265951
4203300000;130375;265131
5402460000;130000;191845
8309900000;129409;414580
4011800020;129292;494999
6006220000;129021;378864
7304240000;129013;253874
8517120000;128715;41131606
8467191000;128113;469131
4016910000;128086;162726
3703900000;128054;304986
7308902000;127697;183835
3004101000;127577;1328756
8518100000;127395;602057
4802559000;127318;95761
8424410000;127136;320039
8443310090;126355;970018
8501401900;126301;176377
8479899000;125005;687441
9017202000;124959;388820
8502201000;124418;624544
4808100000;123645;173649
7307910000;123498;341546
4823690000;122896;383974
3909400000;122510;241346
8711300000;121998;387396
8506101100;121435;988982
8714940000;121378;246109
2508100000;121159;33810
8544422000;120490;447372
3004202000;120397;1640474
9615190000;119570;263551
6302910000;119315;226566
8407320000;119273;404977
9403100000;118909;191330
7210900000;118390;93944
8516602000;118222;182981
3913909000;117925;381416
7305310000;117892;338553
8518400000;117879;503939
3925300000;117674;404142
3808620000;117413;603265
2929909000;117378;420522
8516299000;117141;272027
4705000000;117135;63857
6802910000;116973;57776
5903200000;116965;250902
3906909000;116126;372619
6204390000;115779;504716
3917329900;115743;245391
8502111000;115308;551009
3923302000;115127;269356
8527210000;115119;1229426
2921199000;114925;405488
4010120000;114667;380600
8528520030;114394;1721701
8705909090;114120;559836
8506109900;113953;215492
8521901000;113217;236095
7010904000;113179;227099
8536501900;113019;591905
8471300000;112842;10774186
3003902000;112506;228011
8206000000;112432;390206
1806320000;112099;98608
2833210000;112056;27937
8467192000;111398;273833
6806900000;111117;94155
8467990000;110966;409734
4202999000;110853;443888
4202111000;110728;166486
8409916000;110524;481421
8480719000;110305;911455
7321191000;110299;322908
7304110000;110118;79568
5508109000;110083;135816
7003122000;110011;54935
6504000000;109672;246299
8708939100;109550;365398
4802569000;109015;115908
5804100000;108992;338751
9018390000;108832;693378
3208900000;108487;282392
6808000000;108295;83610
9403600000;108123;308697
7307190000;108053;271612
4810990000;107668;139792
8525802000;107328;5181831
6301900000;106550;306711
8713100000;105949;307331
8544601000;105742;615707
8507200090;105633;727805
8412210000;105480;369530
7208260000;105030;80670
2003900000;104976;117441
5609001000;104797;153396
8302410000;104634;329430
8702909090;104427;509924
6907400010;104350;31705
8703231010;104316;1125232
6506990000;103460;513021
7314199000;103227;75715
8518909000;103207;268010
4015110000;102480;402962
8477300000;102341;700009
3305100000;102210;108253
8421399000;102209;640346
8443399010;101913;291477
8409912000;101720;252759
8428909000;101266;256060
7208403000;100610;66124
2516120000;100440;38273
7313009000;100367;110171
3506990000;100302;198719
4009210000;100060;385522
8504319000;99581;628912
4418750000;99391;44041
3920201000;99335;333977
4009410000;99025;238482
2007991100;98967;50759
8474102000;98953;208078
2833291000;98513;59497
8502119000;98443;435969
3918909000;98392;158148
2836400000;98363;103185
9405102000;98290;518109
9032891900;98216;359171
8708702000;98138;219681
8529909000;98016;722891
4802589000;97802;116757
7229900000;97677;123320
3808590000;97169;651581
8409999900;96920;975411
7304900000;96730;69621
9207100000;96613;771638
9028100000;96477;278426
3922109000;96294;184860
5803009000;96001;393200
4013100000;95721;277362
7304230000;95653;266195
8431310000;95648;234570
8425190000;95611;371107
8409914000;95391;371743
1905909000;95368;92919
3917310000;95302;176351
7321901000;95264;138365
8470100000;95208;381257
8708502900;94610;262740
8716400000;94580;368995
7219230000;94044;80329
8208100000;93760;130124
4820500000;93679;132358
8441800000;93578;459150
7208404000;93365;70182
5401209000;93301;129972
8479100000;92890;1194936
2821101000;92868;99485
3204900000;92459;166835
8409911000;92401;251078
8509809000;92385;207623
9603400000;92073;302503
2007911000;92035;35957
3907203000;91920;153141
4803009000;91902;105688
4009110000;91882;147018
9609900000;91859;453600
4202911000;91653;208264
8507800000;91605;593350
8413919000;91567;641338
7019120000;91378;304350
4421993000;91348;191596
3916200000;91260;170205
8414409000;91162;764242
8515110000;91055;229066
8714960000;91054;152149
3304300000;90875;290362
8536202000;90770;386010
8703231019;90500;547183
9504901000;90291;152553
7607190000;90227;187117
8539311000;90112;148604
8716809000;89701;206715
6810190000;89428;47290
8418299000;89127;364541
8483409200;88838;389701
8464200000;88698;443589
8202390000;88674;423524
3920309000;88623;120475
2903799000;88570;170539
4819100000;88448;126604
8483200000;87560;314422
8482200000;87387;582194
8407340000;87280;250852
8207900000;87271;404337
7216100000;87191;78975
8210009000;87031;201422
3909209000;86859;42267
8423829000;86790;283442
3213101000;86752;180475
7219310000;86738;98024
8704100030;86340;242879
2830102000;85680;61706
4911990090;85474;779607
8413309900;85462;876678
7608200000;85389;178066
8419199000;85076;282540
9610000000;84988;175362
3905290000;84905;194811
6001920000;84837;131128
4816200000;84794;65268
8539319000;84709;236953
8539100000;84390;302323
4811419000;84128;199021
7216330000;84027;74366
8413609000;84017;430743
2506100000;83985;55184
